position,league,team,player,champion,dmgtochamps,predicted,goldspent
Top,LCK,Afreeca Freecs,MaRin,Renekton,22422,15276.85866380654,16450
Top,LCK,Afreeca Freecs,MaRin,Renekton,5932,12909.700755255933,15400
Top,LCK,Longzhu Gaming,Khan,Renekton,23623,14633.034633546067,15775
Top,LCK,MVP,ADD,Renekton,14227,10293.659881273954,11850
Top,LCK,KT Rolster,Smeb,Renekton,14762,13213.238678565938,14175
Top,LCK,BBQ Olivers,Crazy,Renekton,15014,14038.713796503996,15125
Top,LCK,Afreeca Freecs,MaRin,Renekton,20089,19970.433950573995,20650
Top,LCK,ROX Tigers,Lindarang,Renekton,16567,12905.58392884769,15395
Top,LCK,KT Rolster,Smeb,Renekton,12763,13447.069827344802,14450
Top,LCK,BBQ Olivers,Crazy,Renekton,10057,10832.591713050906,12650
Top,LCK,Ever8 Winners,Helper,Renekton,19482,13936.702064294184,16600
Top,LCK,Longzhu Gaming,Khan,Renekton,16462,12983.473620529614,13900
Top,LCK,BBQ Olivers,Crazy,Renekton,13668,9118.716920505121,9950
Top,LCK,Samsung Galaxy,CuVee,Renekton,14126,11742.440260401443,12325
Top,LCK,KT Rolster,Smeb,Renekton,18763,13619.72379063847,14650
Top,LCK,ROX Tigers,Lindarang,Renekton,21771,15360.572284228805,18125
Top,LCK,SK Telecom T1,Untara,Renekton,23609,15949.009653738867,17125
Top,LCK,Jin Air Green Wings,SoHwan,Renekton,7859,8114.035009018226,8120
Top,LCK,Samsung Galaxy,CuVee,Renekton,19779,17747.475342234484,18800
Top,LCK,Afreeca Freecs,MaRin,Renekton,17709,16320.198498995402,19075
Top,LCK,Afreeca Freecs,MaRin,Renekton,13891,12880.359950533106,13775
Top,LCK,Afreeca Freecs,MaRin,Renekton,6300,10211.908488767125,11725
Top,LCK,ROX Tigers,Lindarang,Renekton,5805,10846.420531110347,12670
Top,LCK,ROX Tigers,Lindarang,Renekton,14812,14241.65760541459,15350
Top,LCK,KT Rolster,Smeb,Renekton,6965,11122.710640681722,11475
Top,LCK,KT Rolster,Smeb,Renekton,13177,13848.084211426327,16500
Top,LCK,Longzhu Gaming,Khan,Renekton,13842,14447.535172372549,15575
Top,LCK,Longzhu Gaming,Khan,Renekton,18819,16268.228982521992,19025
Top,LCK,BBQ Olivers,Crazy,Renekton,3632,11601.477844145757,13725
Top,LCK,MVP,ADD,Renekton,9417,11912.189112532356,12550
Top,LCK,ROX Tigers,Shy,Renekton,10318,10088.456892851627,9945
Top,LCK,KT Rolster,Smeb,Renekton,17689,12504.449453497606,14900
Top,LCK,Afreeca Freecs,MaRin,Renekton,10069,15035.167149724835,16200
Top,LCK,Samsung Galaxy,CuVee,Renekton,9754,11472.689897304175,13550
Top,LCK,BBQ Olivers,Crazy,Renekton,15676,11836.444318876138,12450
Top,LCK,Ever8 Winners,Kiin,Renekton,13930,13750.667484190966,14800
Top,LCK,Ever8 Winners,Kiin,Renekton,3573,7937.418390629499,7775
Top,LCK,SK Telecom T1,Untara,Renekton,10755,14287.153157532059,15400
Top,LCK,MVP,ADD,Renekton,7511,7899.535098611723,7700
Top,LCK,Ever8 Winners,Kiin,Renekton,13234,14457.372005220523,17175
Top,LCK,Afreeca Freecs,MaRin,Renekton,9435,13772.613503447488,14825
Top,LCK,BBQ Olivers,Crazy,Renekton,9053,11255.22794259296,13250
Top,LCK,BBQ Olivers,Crazy,Renekton,16096,10310.08852797305,11875
Top,LCK,SK Telecom T1,Untara,Renekton,5975,8977.31470083178,9705
Top,LCK,BBQ Olivers,Crazy,Renekton,9118,10195.636287395579,11700
Top,LCK,Samsung Galaxy,CuVee,Renekton,11191,13607.279821985328,16225
Top,LCK,Longzhu Gaming,Khan,Renekton,11457,12103.678504965766,12800
Top,LCK,KT Rolster,Smeb,Renekton,8713,10981.710712621316,11275
Top,LCK,Jin Air Green Wings,SoHwan,Renekton,10466,11969.315631129679,12625
Top,LCK,Jin Air Green Wings,SoHwan,Renekton,32775,21218.053608528546,21600
Top,LCK,Jin Air Green Wings,SoHwan,Renekton,12331,15771.959778278553,16950
Top,LCK,KT Rolster,Smeb,Renekton,10554,12717.078724842064,13575
Top,LCK,KT Rolster,Smeb,Renekton,10696,12298.246104693244,13050
Top,LCK,Jin Air Green Wings,SoHwan,Renekton,20344,13848.084211426327,16500
Top,LCK,KT Rolster,Smeb,Renekton,31646,24492.760908711753,23850
Top,LCK,Longzhu Gaming,Khan,Renekton,15914,8945.873932178798,9650
Top,LCK,ROX Tigers,Shy,Renekton,6134,8623.695900782754,9075
Top,LCK,Ever8 Winners,Kiin,Renekton,19629,12778.065200746312,13650
Top,LCK,Afreeca Freecs,MaRin,Renekton,8811,16051.071929596263,17225
Top,LCK,Jin Air Green Wings,ikssu,Rumble,20447,16776.002558058044,11950
Top,LCK,BBQ Olivers,Crazy,Rumble,22770,22219.434092391934,14025
Top,LCK,KT Rolster,Smeb,Rumble,17095,16345.913964779305,11650
Top,LCK,KT Rolster,Smeb,Rumble,20620,18693.27791307989,13200
Top,LCK,SK Telecom T1,Profit,Rumble,18270,18050.89724541573,11625
Top,LCK,Jin Air Green Wings,SoHwan,Rumble,19901,21140.457583515064,13450
Top,LCK,BBQ Olivers,Crazy,Rumble,29626,25267.682127005322,15510
Top,LCK,MVP,ADD,Rumble,20842,15186.27510430347,10800
Top,LCK,Afreeca Freecs,MaRin,Rumble,17787,24587.94120889511,15195
Top,LCK,KT Rolster,Smeb,Rumble,31458,23353.479906278357,14600
Top,LCK,SK Telecom T1,Huni,Rumble,18305,21049.1471499512,13400
Top,LCK,BBQ Olivers,Part,Rumble,17013,13896.76585557045,9775
Top,LCK,Afreeca Freecs,MaRin,Rumble,44792,36081.074266496136,19625
Top,LCK,SK Telecom T1,Huni,Rumble,13552,13290.795779228181,9260
Top,LCK,ROX Tigers,Lindarang,Rumble,14948,16324.701353471224,11635
Top,LCK,Ever8 Winners,Helper,Rumble,10896,14998.228503518863,9485
Top,LCK,SK Telecom T1,Huni,Rumble,26986,18606.211276019927,11975
Top,LCK,Longzhu Gaming,Rascal,Rumble,15335,15055.372478630292,10700
Top,LCK,SK Telecom T1,Untara,Rumble,22215,26534.324697389846,16075
Top,LCK,SK Telecom T1,Untara,Rumble,7378,14073.61746513579,8750
Top,LCK,BBQ Olivers,Crazy,Rumble,26281,16958.52912375646,12075
Top,LCK,BBQ Olivers,Crazy,Rumble,16663,13262.061736959666,9235
Top,LCK,KT Rolster,Smeb,Rumble,24648,15682.045922900194,1e4
Top,LCK,SK Telecom T1,Huni,Rumble,41090,36081.074266496136,19625
Top,LCK,MVP,ADD,Rumble,18233,16958.52912375646,12075
Top,LCK,Afreeca Freecs,MaRin,Rumble,33507,40392.799439560484,22100
Top,LCK,Afreeca Freecs,MaRin,Rumble,20619,27409.87992022606,16450
Top,LCK,KT Rolster,Smeb,Rumble,26584,22804.06491651342,14325
Top,LCK,Longzhu Gaming,Khan,Rumble,19354,18931.170407012556,12175
Top,LCK,Ever8 Winners,Helper,Rumble,19999,21049.1471499512,13400
Top,LCK,Longzhu Gaming,Khan,Rumble,19601,19785.737010543835,12685
Top,LCK,MVP,ADD,Rumble,12708,16609.813711212522,11835
Top,LCK,Jin Air Green Wings,ikssu,Rumble,19148,22190.599227611514,14010
Top,LCK,SK Telecom T1,Untara,Rumble,17193,24641.214293880235,15220
Top,LCK,Jin Air Green Wings,ikssu,Rumble,13022,12799.589344146512,8825
Top,LCK,KT Rolster,Smeb,Rumble,18366,25798.165511716645,15750
Top,LCK,KT Rolster,Smeb,Rumble,23184,25465.32288995185,15600
Top,LCK,Ever8 Winners,Helper,Rumble,27614,21193.464578094994,14650
Top,LCK,KT Rolster,Smeb,Rumble,27488,28508.454946770173,18075
Top,LCK,Afreeca Freecs,MaRin,Rumble,13123,15412.858973243638,9800
Top,LCK,MVP,ADD,Rumble,19701,27291.49042891245,16400
Top,LCK,KT Rolster,Smeb,Rumble,16417,18743.631726776348,12060
Top,LCK,Longzhu Gaming,Khan,Rumble,28084,21798.227099613025,14975
Top,LCK,Afreeca Freecs,MaRin,Rumble,18124,16219.050507323123,11560
Top,LCK,Jin Air Green Wings,ikssu,Rumble,7699,15852.670001880017,10125
Top,LCK,Jin Air Green Wings,ikssu,Rumble,21999,21574.950868616084,13685
Top,LCK,MVP,ADD,Rumble,24436,22035.396563377486,15100
Top,LCK,SK Telecom T1,Untara,Rumble,20864,23709.979642108316,14775
Top,LCK,KT Rolster,Smeb,Rumble,16894,16625.74403540763,10675
Top,LCK,Jin Air Green Wings,SoHwan,Rumble,17801,18072.673604477943,12810
Top,LCK,SK Telecom T1,Untara,Rumble,5645,12046.967200999416,8125
Top,LCK,Afreeca Freecs,MaRin,Rumble,12960,16446.799273228182,10550
Top,LCK,KT Rolster,Smeb,Rumble,39813,34403.35436669457,19075
Top,LCK,SK Telecom T1,Untara,Rumble,14069,16667.43096297247,11875
Top,LCK,Afreeca Freecs,MaRin,Rumble,18803,23916.13187077054,14875
Top,LCK,SK Telecom T1,Untara,Rumble,19294,16199.507639719513,10375
Top,LCK,Afreeca Freecs,MaRin,Rumble,13429,13938.937013520022,9810
Top,LCK,Longzhu Gaming,Khan,Rumble,24416,27419.199302941048,17625
Top,LCK,SK Telecom T1,Untara,Rumble,25844,23505.604404040227,14675
Top,LCK,SK Telecom T1,Huni,Rumble,9113,12046.967200999416,8125
Top,LCK,SK Telecom T1,Untara,Rumble,16830,19555.84374290087,12550
Top,LCK,SK Telecom T1,Untara,Rumble,16978,26939.381236415702,16250
Top,LCK,BBQ Olivers,Crazy,Rumble,21981,16885.281388186955,12025
Top,LCK,Longzhu Gaming,Expession,Shen,17888,14447.568747080257,16225
Top,LCK,SK Telecom T1,Profit,Shen,4327,8484.152300087704,9300
Top,LCK,ROX Tigers,Shy,Shen,9650,10567.879629673234,11200
Top,LCK,ROX Tigers,Shy,Shen,6133,9101.749011682112,8800
Top,LCK,Longzhu Gaming,Expession,Shen,21376,11762.408938075841,14550
Top,LCK,Kongdoo Monster,Roach,Shen,3274,9626.058159136255,9700
Top,LCK,BBQ Olivers,Crazy,Shen,10289,11226.040014904584,13800
Top,LCK,BBQ Olivers,Crazy,Shen,19416,12385.25059454489,13750
Top,LCK,Jin Air Green Wings,SoHwan,Shen,6455,8237.036429509595,8825
Top,LCK,SK Telecom T1,Huni,Shen,12396,11931.335215964142,13150
Top,LCK,ROX Tigers,Shy,Shen,12387,11090.042296862879,11975
Top,LCK,MVP,ADD,Shen,6828,7922.816179236015,8200
Top,LCK,Kongdoo Monster,Roach,Shen,7227,11901.672554033441,13110
Top,LCK,Kongdoo Monster,Roach,Shen,10095,8875.697413576147,10025
Top,LCK,Kongdoo Monster,Roach,Shen,13865,16618.959698376824,18475
Top,LCK,KT Rolster,Smeb,Shen,13906,15960.142750210387,17825
Top,LCK,KT Rolster,Smeb,Shen,17506,14004.952627434612,15725
Top,LCK,Ever8 Winners,Helper,Shen,13822,12912.561008368337,14420
Top,LCK,Ever8 Winners,Helper,Shen,19135,9974.168685522769,11900
Top,LCK,SK Telecom T1,Huni,Shen,11489,8889.516580562136,10050
Top,LCK,Ever8 Winners,Helper,Shen,13181,11138.457192585243,12045
Top,LCK,KT Rolster,Smeb,Shen,14356,13449.761429147804,15075
Top,LCK,ROX Tigers,Lindarang,Shen,18408,10884.92214820523,11675
Top,LCK,ROX Tigers,Lindarang,Shen,9340,8198.681547068256,8750
Top,LCK,Ever8 Winners,Helper,Shen,6548,7898.202553131712,8150
Top,LCK,ROX Tigers,Lindarang,Shen,24408,14761.89428039652,18200
Top,LCK,KT Rolster,Smeb,Shen,19925,12956.832077066576,14475
Top,LCK,SK Telecom T1,Untara,Shen,28349,18646.717839749283,20325
Top,LCK,KT Rolster,Smeb,Shen,13639,10567.879629673234,11200
Top,LCK,Ever8 Winners,Helper,Shen,6784,13078.344346190705,14625
Top,LCK,BBQ Olivers,Crazy,Shen,8332,8590.406321519999,9500
Top,LCK,ROX Tigers,Lindarang,Shen,14733,11351.886668390305,12350
Top,LCK,Samsung Galaxy,CuVee,Shen,11935,14904.173420245661,16725
Top,LCK,KT Rolster,Smeb,Shen,17035,12856.434716915268,14350
Top,LCK,SK Telecom T1,Huni,Shen,8281,9578.767800439982,11250
Top,LCK,KT Rolster,Smeb,Shen,11891,10750.287451319366,11475
Top,LCK,KT Rolster,Smeb,Shen,6185,9031.223163380793,8675
Top,LCK,KT Rolster,Smeb,Shen,18197,16080.634689191345,19575
Top,LCK,ROX Tigers,Lindarang,Shen,18443,11419.808072129736,14075
Jungle,LCK,ROX Tigers,Mightybear,Cho'gath,5329,5034.061822720377,7875
Jungle,LCK,Afreeca Freecs,Spirit,Cho'gath,4046,4805.571875626801,7595
Jungle,LCK,Jin Air Green Wings,UmTi,Cho'gath,6879,5602.599370302247,8520
Jungle,LCK,ROX Tigers,Mightybear,Elise,14281,10502.267165710098,11630
Jungle,LCK,BBQ Olivers,Bless,Elise,9303,11385.591222156447,12350
Jungle,LCK,ROX Tigers,Mightybear,Elise,4004,9256.089612999256,9600
Jungle,LCK,MVP,Beyond,Elise,15439,15762.312186396097,15250
Jungle,LCK,MVP,Beyond,Elise,10647,12600.422632861942,12350
Jungle,LCK,SK Telecom T1,Peanut,Elise,11950,12623.229571382552,13270
Jungle,LCK,Jin Air Green Wings,Raise,Elise,7925,8141.551680299217,9360
Jungle,LCK,Kongdoo Monster,Punch,Elise,7764,9979.738799186045,11175
Jungle,LCK,Afreeca Freecs,Spirit,Elise,8625,9762.604032622268,10075
Jungle,LCK,BBQ Olivers,Bless,Elise,14259,12397.151119530414,12205
Jungle,LCK,Afreeca Freecs,Spirit,Elise,8661,13289.946613693462,12825
Jungle,LCK,SK Telecom T1,Peanut,Elise,11542,8698.556123971166,9950
Jungle,LCK,Samsung Galaxy,Haru,Elise,8509,9956.122853686133,10250
Jungle,LCK,ROX Tigers,Mightybear,Elise,10107,10007.762045991072,11200
Jungle,LCK,MVP,Beyond,Elise,6971,10437.678384017367,11575
Jungle,LCK,Kongdoo Monster,Punch,Elise,12146,11939.975307249997,11870
Jungle,LCK,KT Rolster,Score,Elise,11854,10383.82086034598,10625
Jungle,LCK,Kongdoo Monster,Punch,Elise,7883,8945.922470631962,10200
Jungle,LCK,Kongdoo Monster,Punch,Elise,26438,19127.043685640267,16975
Jungle,LCK,Afreeca Freecs,Spirit,Elise,4988,9599.727357157002,9925
Jungle,LCK,ROX Tigers,Mightybear,Elise,13126,10555.409702441088,11675
Jungle,LCK,KT Rolster,Score,Elise,29075,17990.581699151062,15525
Jungle,LCK,KT Rolster,Score,Elise,13424,17009.411407443786,15025
Jungle,LCK,Jin Air Green Wings,Raise,Elise,5860,9050.762785730323,9400
Jungle,LCK,Jin Air Green Wings,Raise,Elise,6962,11390.543727328306,11450
Jungle,LCK,MVP,Beyond,Elise,18311,13744.74821372647,13125
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,12830,14992.997375027591,13900
Jungle,LCK,Afreeca Freecs,Spirit,Elise,11757,13783.343659881595,13150
Jungle,LCK,Samsung Galaxy,Ambition,Elise,8228,9020.35910294966,9370
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,12247,13492.714620087967,12960
Jungle,LCK,Afreeca Freecs,Spirit,Elise,16486,17298.006726726468,15175
Jungle,LCK,KT Rolster,Score,Elise,13289,10296.836081180656,10550
Jungle,LCK,Afreeca Freecs,Spirit,Elise,15553,8698.556123971166,9950
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,7407,7710.489344601822,8875
Jungle,LCK,KT Rolster,Score,Elise,18695,17690.4316442014,15375
Jungle,LCK,SK Telecom T1,Blank,Elise,18638,23090.272116960805,17750
Jungle,LCK,Afreeca Freecs,Spirit,Elise,24094,16308.812711524199,14650
Jungle,LCK,KT Rolster,Score,Elise,8900,8577.449895856098,9825
Jungle,LCK,Samsung Galaxy,Ambition,Elise,10350,7753.852466258541,8925
Jungle,LCK,Jin Air Green Wings,UmTi,Elise,7312,12231.408599725442,12085
Jungle,LCK,Afreeca Freecs,Spirit,Elise,14813,14701.57598350117,13725
Jungle,LCK,Afreeca Freecs,Spirit,Elise,8299,14369.202208995477,14425
Jungle,LCK,Afreeca Freecs,Spirit,Elise,5043,9123.252654675109,10375
Jungle,LCK,Ever8 Winners,Malrang,Elise,17027,12110.082437528128,12900
Jungle,LCK,Ever8 Winners,Malrang,Elise,7402,6627.060823600773,7525
Jungle,LCK,Ever8 Winners,Comeback,Elise,10331,10149.063053630762,11325
Jungle,LCK,ROX Tigers,Mightybear,Elise,18502,10734.50125124693,11825
Jungle,LCK,MVP,Beyond,Elise,18155,14736.44815435437,14650
Jungle,LCK,ROX Tigers,Seonghwan,Elise,22694,21769.844893852005,17225
Jungle,LCK,BBQ Olivers,Bless,Elise,6849,7645.898937860706,8800
Jungle,LCK,BBQ Olivers,Bless,Elise,8953,13261.837142158483,13710
Jungle,LCK,Ever8 Winners,Malrang,Elise,14450,17740.10662488259,15400
Jungle,LCK,KT Rolster,Score,Elise,7180,7313.624948690924,7500
Jungle,LCK,SK Telecom T1,Blank,Elise,16312,13327.264970563836,12850
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,30115,34854.286498202935,22325
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,14080,8553.431739320731,9800
Jungle,LCK,BBQ Olivers,Bless,Elise,13001,11874.696744649802,12725
Jungle,LCK,BBQ Olivers,Bless,Elise,4073,9021.49511104333,10275
Jungle,LCK,ROX Tigers,Mightybear,Elise,10636,7819.354834086919,9e3
Jungle,LCK,ROX Tigers,Seonghwan,Elise,8407,9025.419281543005,9375
Jungle,LCK,KT Rolster,Score,Elise,9476,10734.50125124693,11825
Jungle,LCK,Afreeca Freecs,Spirit,Elise,16995,17249.56969260132,15150
Jungle,LCK,Afreeca Freecs,Spirit,Elise,8218,8109.652958705434,9325
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,15485,12529.955253977354,12300
Jungle,LCK,BBQ Olivers,Bless,Elise,4191,8461.708851597774,8800
Jungle,LCK,SK Telecom T1,Peanut,Elise,13203,15462.660519167075,14175
Jungle,LCK,MVP,Beyond,Elise,17574,10686.448504454087,11785
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,8522,9572.846669171586,9900
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,8156,9817.508068855632,10125
Jungle,LCK,Ever8 Winners,Malrang,Elise,14104,16718.358782572603,15775
Jungle,LCK,Afreeca Freecs,Spirit,Elise,11401,10153.47769370363,10425
Jungle,LCK,Jin Air Green Wings,UmTi,Elise,14928,10614.772408828077,11725
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,12273,13031.627703965294,12650
Jungle,LCK,BBQ Olivers,Bless,Elise,11942,16492.767222461553,14750
Jungle,LCK,Afreeca Freecs,Spirit,Elise,16597,15506.079887219703,14200
Jungle,LCK,Jin Air Green Wings,UmTi,Elise,11076,10500.94469528194,10725
Jungle,LCK,BBQ Olivers,Bless,Elise,16355,15119.65400580334,13975
Jungle,LCK,MVP,Beyond,Elise,8198,15940.10246952575,15350
Jungle,LCK,KT Rolster,Score,Elise,10024,11231.958122161604,11325
Jungle,LCK,SK Telecom T1,Peanut,Elise,10164,7560.619276732944,8700
Jungle,LCK,Samsung Galaxy,Haru,Elise,17710,16671.54485032818,15750
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,9215,8775.854745064373,9125
Jungle,LCK,Ever8 Winners,Malrang,Elise,5692,6143.848022575838,6850
Jungle,LCK,KT Rolster,Score,Elise,13511,11013.64067811411,11150
Jungle,LCK,KT Rolster,Score,Elise,7992,9308.145056177449,9650
Jungle,LCK,Jin Air Green Wings,UmTi,Elise,10251,9984.079786584292,10275
Jungle,LCK,Samsung Galaxy,Haru,Elise,5896,5808.774857220636,6350
Jungle,LCK,Samsung Galaxy,Haru,Elise,7881,7569.1042636957445,8710
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,11555,9680.823157617086,1e4
Jungle,LCK,BBQ Olivers,Bless,Elise,11719,9851.839158917119,11060
Jungle,LCK,SK Telecom T1,Peanut,Elise,6067,11616.332316727552,11625
Jungle,LCK,SK Telecom T1,Peanut,Elise,6867,9680.823157617086,1e4
Jungle,LCK,Jin Air Green Wings,UmTi,Elise,20808,18142.561080372496,15600
Jungle,LCK,KT Rolster,Score,Elise,14793,12958.748827307381,12600
Jungle,LCK,KT Rolster,Score,Elise,30504,21040.34778839802,17825
Jungle,LCK,KT Rolster,Score,Elise,12877,10769.326287084305,10950
Jungle,LCK,SK Telecom T1,Peanut,Elise,8231,10424.664853595856,10660
Jungle,LCK,Jin Air Green Wings,UmTi,Elise,21019,14375.452525458362,13525
Jungle,LCK,Longzhu Gaming,Cuzz,Elise,6933,6178.4004896549795,6900
Jungle,LCK,Samsung Galaxy,Ambition,Elise,21753,10437.678384017367,11575
Jungle,LCK,SK Telecom T1,Peanut,Elise,4647,6892.394080759806,7875
Jungle,LCK,BBQ Olivers,Bless,Elise,11059,10035.863982466986,11225
Jungle,LCK,MVP,Beyond,Gragas,9634,7045.353759086552,9200
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,8371,7736.779227339191,10050
Jungle,LCK,KT Rolster,Score,Gragas,8010,6122.329583481694,7925
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,9294,9202.291241667832,11625
Jungle,LCK,Longzhu Gaming,Cuzz,Gragas,8502,7427.427281453726,10600
Jungle,LCK,ROX Tigers,Mightybear,Gragas,7490,8685.284535484741,11100
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,13367,10172.397154663007,12535
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,7152,11220.029446381646,13425
Jungle,LCK,SK Telecom T1,Blank,Gragas,10252,9121.565798566762,11545
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,8703,8952.367776647769,11375
Jungle,LCK,MVP,Beyond,Gragas,6842,7245.630046439506,10375
Jungle,LCK,Jin Air Green Wings,UmTi,Gragas,8269,5471.469176035691,7825
Jungle,LCK,SK Telecom T1,Peanut,Gragas,7703,9433.182288106642,11850
Jungle,LCK,SK Telecom T1,Blank,Gragas,14460,10393.231322837906,12730
Jungle,LCK,BBQ Olivers,Bless,Gragas,14370,12735.062090494494,14575
Jungle,LCK,BBQ Olivers,Bless,Gragas,6795,8129.890756408769,10500
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,6290,7655.829856375531,10875
Jungle,LCK,KT Rolster,Score,Gragas,11482,8219.92648383875,10600
Jungle,LCK,MVP,Beyond,Gragas,8626,5381.81942284137,7675
Jungle,LCK,BBQ Olivers,Bless,Gragas,7512,6933.35219585814,9975
Jungle,LCK,BBQ Olivers,Bless,Gragas,7201,8089.252475507331,11375
Jungle,LCK,BBQ Olivers,Bless,Gragas,5135,5516.852523365067,7900
Jungle,LCK,ROX Tigers,Mightybear,Gragas,13891,10682.792267119336,13900
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,7356,6854.010192846229,8950
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,15503,14858.199847804226,15975
Jungle,LCK,Afreeca Freecs,Spirit,Gragas,10579,10054.883758964002,13350
Jungle,LCK,Afreeca Freecs,Spirit,Gragas,11418,8022.707764881788,11300
Jungle,LCK,ROX Tigers,Mightybear,Gragas,5543,8665.697749934347,12e3
Jungle,LCK,ROX Tigers,Seonghwan,Gragas,11781,10502.547534291134,12825
Jungle,LCK,KT Rolster,Score,Gragas,13109,11412.58760460796,14500
Jungle,LCK,SK Telecom T1,Blank,Gragas,7827,11953.567319292057,14e3
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,6512,7265.607980047923,10400
Jungle,LCK,Longzhu Gaming,Cuzz,Gragas,11460,8566.531603811503,10975
Jungle,LCK,Ever8 Winners,Malrang,Gragas,8194,11887.921263126498,13950
Jungle,LCK,MVP,Beyond,Gragas,5491,5781.227692782432,8325
Jungle,LCK,Ever8 Winners,Malrang,Gragas,4410,5655.273685955612,8125
Jungle,LCK,ROX Tigers,Seonghwan,Gragas,9384,8403.000324992105,10800
Jungle,LCK,Afreeca Freecs,Spirit,Gragas,14281,9026.623594081138,11450
Jungle,LCK,KT Rolster,Score,Gragas,19378,28548.775078025203,22825
Jungle,LCK,BBQ Olivers,Bless,Gragas,5270,6876.316280990194,9900
Jungle,LCK,Longzhu Gaming,Cuzz,Gragas,9105,8333.874626825816,10725
Jungle,LCK,Jin Air Green Wings,Raise,Gragas,5142,7029.465294794796,10100
Jungle,LCK,SK Telecom T1,Peanut,Gragas,4343,7956.710471774225,11225
Jungle,LCK,KT Rolster,Score,Gragas,6394,7084.258768493855,9250
Jungle,LCK,Afreeca Freecs,Spirit,Gragas,4923,7305.729250956269,10450
Jungle,LCK,Afreeca Freecs,Mowgli,Gragas,6313,7909.092434043567,10250
Jungle,LCK,Longzhu Gaming,Cuzz,Gragas,12156,8014.317050944214,10370
Jungle,LCK,Longzhu Gaming,Cuzz,Gragas,7355,8333.874626825816,10725
Jungle,LCK,BBQ Olivers,Bless,Gragas,4349,5749.478610045117,8275
Jungle,LCK,MVP,Beyond,Gragas,11167,13272.054450756472,14950
Jungle,LCK,MVP,Beyond,Gragas,7480,10795.747404626554,13075
Jungle,LCK,Ever8 Winners,Malrang,Gragas,1849,5178.307538670984,7325
Jungle,LCK,Longzhu Gaming,Cuzz,Gragas,7834,7222.125941062413,9425
Jungle,LCK,KT Rolster,Score,Gragas,13510,7865.225355769849,11120
Jungle,LCK,Jin Air Green Wings,UmTi,Gragas,17374,18166.029871088635,17800
Jungle,LCK,KT Rolster,Score,Gragas,4591,6275.942531284579,8150
Jungle,LCK,ROX Tigers,Seonghwan,Gragas,7179,6005.126983247872,8670
Jungle,LCK,Longzhu Gaming,Cuzz,Gragas,6077,5453.720272592272,6875
Jungle,LCK,BBQ Olivers,Bless,Gragas,6781,8152.306808116381,10525
Jungle,LCK,BBQ Olivers,Bless,Gragas,5570,7321.839725764944,10470
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,8047,8040.841221766482,10400
Jungle,LCK,ROX Tigers,Seonghwan,Gragas,5855,6142.2544478301825,8875
Jungle,LCK,MVP,Beyond,Gragas,11597,11660.986132717524,13775
Jungle,LCK,MVP,Beyond,Gragas,11106,12770.17570012022,14600
Jungle,LCK,Ever8 Winners,Malrang,Gragas,8503,5232.773079202476,7420
Jungle,LCK,KT Rolster,Score,Gragas,19384,18066.266496242562,17750
Jungle,LCK,ROX Tigers,Mightybear,Gragas,8151,10189.216524449908,12550
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,7400,5855.239314289593,7520
Jungle,LCK,Jin Air Green Wings,UmTi,Gragas,8690,9912.489323282924,12300
Jungle,LCK,MVP,Beyond,Gragas,9540,8637.587085744368,11050
Jungle,LCK,MVP,Beyond,Gragas,8047,8129.890756408769,10500
Jungle,LCK,KT Rolster,Score,Gragas,7524,7865.65764070738,10200
Jungle,LCK,KT Rolster,Score,Gragas,7415,6268.689615027025,9060
Jungle,LCK,BBQ Olivers,Bless,Gragas,5850,6853.633506559666,9870
Jungle,LCK,ROX Tigers,Mightybear,Gragas,4350,5593.329496900902,8025
Jungle,LCK,MVP,Beyond,Gragas,8469,8858.699789122136,12200
Jungle,LCK,Jin Air Green Wings,UmTi,Gragas,12888,12463.783946205547,15300
Jungle,LCK,Afreeca Freecs,Spirit,Gragas,12046,11920.699103040299,13975
Jungle,LCK,BBQ Olivers,Bless,Gragas,7988,7305.729250956269,10450
Jungle,LCK,Samsung Galaxy,Ambition,Gragas,5048,9206.854214466839,12550
Jungle,LCK,Jin Air Green Wings,UmTi,Graves,17187,12173.277296681448,14150
Jungle,LCK,BBQ Olivers,Bless,Graves,6140,6585.7948961736165,7925
